한글(국가명),영문(블룸버그),1차접종,2차접종,발생률순위,2차접종률순위,확진자비율(인구),일별접종수,치명(%),완치(%),발생률,인구수,치료중합계,치료중1일,위중증합계,위중증1일,확진자합계,확진자1일,사망자합계,사망자1일,완치합계,완치1일,백신접종수,백신보유율(인구)
카타르,Qatar,84.4,79.4,48.0,4.0,0.08210817364345606,4415.0,0.3,99.2,82108,2881053,1282.0,-50.0,15.0,76.0,236558,76.0,605,,234671.0,126.0,4702517.0,84.1
잠비아,Zambia,1.8,2.1,118.0,154.0,0.01136382242014844,6903.0,1.7,98.1,11364,18383955,418.0,,25.0,,208912,,3647,,204847.0,,711264.0,1.9
나이지리아,Nigeria,2.3,0.9,163.0,162.0,0.000994699761432046,59719.0,1.3,94.3,995,206139589,9092.0,-19.0,11.0,295.0,205047,295.0,2695,5.0,193260.0,309.0,6552979.0,1.6
알제리,Algeria,13.9,9.3,134.0,133.0,0.0046303344568033545,292376.0,2.9,68.5,4630,43851044,58171.0,41.0,14.0,168.0,203045,168.0,5797,11.0,139077.0,116.0,14082920.0,16.2
북마케도니아,North Macedonia,37.6,34.3,37.0,82.0,0.09142045547270918,5856.0,3.5,90.2,91637,2083374,11962.0,-55.0,,464.0,190463,464.0,6630,23.0,171871.0,496.0,1495762.0,36.0
노르웨이,Norway,77.2,67.6,91.0,23.0,0.03473282224494355,17426.0,0.5,47.2,34733,5421241,98482.0,344.0,23.0,354.0,188295,354.0,861,10.0,88952.0,,7757255.0,72.4
키르기스스탄,Kyrgyzstan,12.7,9.5,98.0,130.5,0.02735111381557418,10359.0,1.5,97.0,27351,6524195,2737.0,-29.0,131.0,69.0,178444,69.0,2605,1.0,173102.0,97.0,1422970.0,11.1
보츠와나,Botswana,17.2,9.5,54.0,130.5,0.07571353790375769,2729.0,1.3,97.2,75714,2351627,2679.0,,1.0,,178050,,2367,,173004.0,,606699.0,12.8
우즈베키스탄,Uzbekistan,29.4,11.1,131.0,128.0,0.005181151161561869,155946.0,0.7,97.1,5181,33469203,3816.0,-153.0,23.0,510.0,173409,510.0,1234,4.0,168359.0,659.0,18526940.0,27.9
알바니아,Albania,32.7,27.0,72.0,96.0,0.05864972407713261,8220.0,1.6,92.2,58650,2877797,10436.0,-405.0,3.0,594.0,168782,594.0,2668,15.0,155678.0,984.0,1715133.0,29.9
라트비아,Latvia,47.4,43.5,45.0,68.0,0.08328022826871834,4283.0,1.7,92.4,83280,1886198,9210.0,745.0,61.0,1203.0,157083,1203.0,2706,6.0,145167.0,452.0,1621953.0,42.2
에스토니아,Estonia,57.0,45.7,16.0,65.0,0.11719932003301835,3361.0,0.9,92.2,117199,1326535,10801.0,101.0,18.0,747.0,155469,747.0,1352,1.0,143316.0,645.0,1361564.0,51.4
아프가니스탄,Afghanistan,2.6,1.2,140.0,159.5,0.0039861441839835685,765279.0,4.6,80.3,3986,38928346,23339.0,-223.0,1124.0,46.0,155174,46.0,7204,,124631.0,269.0,3133227.0,4.2
모잠비크,Mozambique,6.1,5.6,132.0,140.0,0.004817466146287838,54234.0,1.3,97.5,4817,31255435,1817.0,-225.0,32.0,32.0,150572,32.0,1912,2.0,146843.0,255.0,3644423.0,5.8
핀란드,Finland,74.8,61.6,101.0,37.0,0.025427922724844426,20879.0,0.8,32.6,25428,5540720,93827.0,802.0,25.0,802.0,140889,802.0,1062,,46000.0,,7523959.0,68.2
몬테네그로,Montenegro,38.6,33.7,2.0,83.0,0.20778071094439118,2132.0,1.5,93.0,207781,628066,7223.0,,,,130500,,1914,,121363.0,,452830.0,36.3
짐바브웨,Zimbabwe,20.5,14.8,121.0,122.0,0.008764897135987508,31282.0,3.5,94.1,8765,14862924,3036.0,170.0,12.0,353.0,130272,353.0,4615,8.0,122621.0,175.0,5263782.0,17.7
나미비아,Namibia,10.5,6.5,80.0,139.0,0.050176216741672754,4761.0,2.7,96.3,50176,2540905,1211.0,85.0,18.0,120.0,127493,120.0,3494,,122788.0,35.0,407502.0,8.3
가나,Ghana,2.9,2.5,138.0,150.5,0.00408767242494595,3330.0,0.9,96.4,4088,31072940,3410.0,,42.0,,127016,,1150,,122456.0,,1653422.0,2.7
우간다,Uganda,4.1,1.0,149.0,161.0,0.0026987818610989477,90201.0,2.6,77.8,2699,45741007,24210.0,170.0,268.0,200.0,123445,200.0,3152,6.0,96083.0,24.0,2058553.0,2.6
키프로스,Cyprus,67.9,63.1,32.0,34.0,0.09798079941425873,1090.0,0.5,76.7,97981,1207359,26990.0,117.0,33.0,117.0,118298,117.0,553,,90755.0,,1147010.0,65.5
캄보디아,Cambodia,79.6,66.0,127.0,27.0,0.006679420645955058,213009.0,2.1,91.5,6679,16718965,7149.0,334.0,,881.0,111673,881.0,2302,15.0,102222.0,532.0,23830570.0,72.2
코소보,Kosovo,43.3,28.1,71.0,93.0,0.059380942885880576,15384.0,2.1,98.0,59381,1810463,-85.0,,,,107507,,2269,,105323.0,,1283840.0,35.7
엘살바도르,El Salvador,62.8,51.6,107.0,58.5,0.016087681471677197,32549.0,3.1,83.2,16088,6486205,14275.0,-11.0,127.0,,104348,,3222,11.0,86851.0,,7396969.0,57.3
호주,Australia,63.1,41.9,139.0,70.5,0.004028606561504358,285221.0,1.2,72.8,4029,25499884,26670.0,1788.0,301.0,1810.0,102729,1810.0,1278,22.0,74781.0,,27109766.0,53.1
르완다,Rwanda,16.9,13.2,125.0,124.5,0.007503734109478392,54654.0,1.3,46.8,7504,12952218,50462.0,203.0,11.0,208.0,97190,208.0,1259,1.0,45469.0,4.0,3740279.0,15.1
중국,Mainland China,78.6,73.0,176.0,18.0,6.677163373698066e-05,3171286.0,4.8,94.2,67,1439323776,949.0,-33.0,,25.0,96106,25.0,4636,,90521.0,58.0,2203185000.0,78.7
싱가포르,Singapore,82.1,79.2,110.0,5.0,0.015687117095034786,23733.0,0.1,83.1,15687,5850342,15469.0,1186.0,30.0,2236.0,91775,2236.0,85,5.0,76221.0,1045.0,9306870.0,81.6
카메룬,Cameroon,1.5,0.3,143.0,172.0,0.0032176011757462926,995.0,1.6,94.2,3218,26545863,3613.0,,152.0,,85414,,1368,,80433.0,,461201.0,0.9
몰디브,Maldives,105.3,90.3,8.0,2.0,0.15647014859104902,759.0,0.3,97.9,156470,540544,1579.0,2.0,23.0,95.0,84579,95.0,231,,82769.0,93.0,727664.0,97.8
자메이카,Jamaica,19.3,8.9,96.0,134.0,0.028144984730682193,4756.0,2.2,63.0,28145,2961167,28952.0,55.0,42.0,312.0,83342,312.0,1859,18.0,52531.0,239.0,743184.0,13.6
룩셈부르크,Luxembourg,68.1,65.1,14.0,28.0,0.12460182306726435,592.0,1.1,97.5,124602,625978,1131.0,62.0,8.0,68.0,77998,68.0,835,,76032.0,6.0,784482.0,63.9
세네갈,Senegal,7.6,3.5,136.0,147.0,0.004405418155490047,2395.0,2.5,97.3,4405,16743927,154.0,-54.0,7.0,7.0,73764,7.0,1858,3.0,71752.0,58.0,1784832.0,5.5
말라위,Malawi,3.9,2.4,144.0,152.5,0.003216317531795166,7915.0,3.7,88.9,3216,19129952,4526.0,-45.0,67.0,11.0,61528,11.0,2279,1.0,54723.0,55.0,1087426.0,2.7
코트디부아르,Ivory Coast,5.6,1.4,152.0,156.5,0.0022753573641702256,33239.0,1.0,96.2,2275,26378274,1692.0,-72.0,,43.0,60020,43.0,611,4.0,57717.0,111.0,1968171.0,3.7
콩고민주공화국,DR Congo,0.1,0.05,170.0,176.5,0.000634894029071876,432.0,1.9,54.3,635,89561403,24920.0,,,,56862,,1084,,30858.0,,134945.0,0.1
앙골라,Angola,7.1,3.3,157.0,148.0,0.001705091468846847,44858.0,2.7,84.6,1705,32866272,7093.0,351.0,8.0,457.0,56040,457.0,1526,13.0,47421.0,93.0,3134137.0,5.2
피지,Fiji,65.7,43.3,73.0,69.0,0.056748601420053654,9017.0,1.2,72.2,56749,896445,13527.0,,10.0,,50872,,621,,36724.0,,975268.0,54.5
에스와티니,Eswatini,18.7,18.1,89.0,116.0,0.0395375136618616,888.0,2.7,96.0,39538,1160164,629.0,13.0,10.0,58.0,45870,58.0,1216,3.0,44025.0,42.0,240002.0,10.8
마다가스카르,Madagascar,0.7,0.7,159.0,165.0,0.001549166592575253,5145.0,2.2,96.3,1549,27691018,618.0,,3.0,,42898,,958,,41322.0,,417648.0,0.8
수리남,Suriname,37.8,28.2,59.0,91.0,0.06987174242114307,2208.0,2.1,65.6,69872,586632,13225.0,491.0,17.0,513.0,40989,513.0,870,9.0,26894.0,13.0,394029.0,33.0
수단,Sudan,1.5,1.3,165.0,158.0,0.0008721925980050746,21549.0,7.6,83.8,872,43849260,3291.0,18.0,,28.0,38245,28.0,2900,,32054.0,10.0,1650828.0,1.9
카보베르데,Cape Verde,51.7,23.7,61.0,100.0,0.06744941878137438,3741.0,0.9,97.5,67449,555987,605.0,-41.0,23.0,29.0,37501,29.0,336,,36560.0,70.0,414300.0,37.7
모리타니,Mauritania,7.9,0.5,124.0,168.0,0.007730030896896073,2813.0,2.2,95.9,7730,4649658,685.0,-33.0,22.0,53.0,35942,53.0,773,1.0,34484.0,85.0,890122.0,11.0
가이아나,Guyana,45.2,23.4,88.0,101.0,0.0398689469990541,2082.0,2.5,84.9,39869,786552,3942.0,35.0,31.0,123.0,31359,123.0,778,6.0,26639.0,82.0,538748.0,34.3
기니,Guinea,8.5,3.9,151.0,145.0,0.0023134450815686988,41480.0,1.2,94.8,2313,13132795,1206.0,-28.0,24.0,18.0,30382,18.0,378,,28798.0,46.0,1699898.0,6.2
가봉,Gabon,4.9,3.8,114.0,146.0,0.013260793967293487,1099.0,0.6,90.3,13261,2225734,2691.0,,26.0,,29515,,183,,26641.0,,180320.0,4.3
토고,Togo,7.4,5.0,146.0,142.0,0.0030588047143496992,23544.0,0.9,89.8,3059,8278724,2355.0,-237.0,,71.0,25323,71.0,227,,22741.0,308.0,997632.0,6.2
라오스,Laos,39.1,26.7,142.0,97.0,0.003228342560572657,9906.0,0.1,23.7,3228,7275560,17903.0,1046.0,,1047.0,23488,1047.0,17,1.0,5568.0,,4402770.0,30.7
베냉,Benin,1.3,0.2,155.0,174.0,0.0018937244291936123,1696.0,0.7,75.3,1894,12123200,5510.0,,5.0,,22958,,154,,17294.0,,226269.0,1.0
세이셸,Seychelles,80.5,74.1,1.0,14.5,0.21705796821458712,154.0,0.5,97.9,217058,98347,329.0,,,,21347,,115,,20903.0,,148402.0,77.3
바하마,Bahamas,30.0,18.4,76.0,114.5,0.05300017292062943,210.0,2.5,87.9,53000,393244,1998.0,67.0,15.0,67.0,20842,67.0,523,,18321.0,,184461.0,24.2
벨리즈,Belize,47.6,28.2,78.0,91.0,0.05104016819741065,2922.0,2.0,87.5,51040,397628,2129.0,157.0,10.0,350.0,20295,350.0,408,3.0,17758.0,190.0,304218.0,37.3
소말리아,Somalia,1.7,1.4,160.0,156.5,0.0012571396787888574,9868.0,5.6,47.7,1257,15893222,9346.0,,,,19980,,1111,,9523.0,,464359.0,1.5
파푸아뉴기니,Papua New Guinea,1.4,0.5,153.0,168.0,0.0022245385728260035,2517.0,1.2,92.6,2225,8947024,1243.0,300.0,7.0,380.0,19903,380.0,229,2.0,18431.0,78.0,164776.0,1.0
동티모르,Timor-Leste,32.8,19.4,112.0,107.5,0.014756019401643602,3941.0,0.6,95.4,14756,1318445,778.0,-60.0,,10.0,19455,10.0,115,1.0,18562.0,69.0,675891.0,26.1
타지키스탄,Tajikistan,24.8,16.8,156.0,119.0,0.001791217853044436,70941.0,0.7,99.3,1791,9537645,0.0,,,,17084,,124,,16960.0,,3872421.0,20.8
대만,Taiwan,53.2,9.4,168.0,132.0,0.0006808646426730739,202336.0,5.2,84.7,681,23816775,1632.0,11.0,,11.0,16216,11.0,842,,13742.0,,14763330.0,31.3
아루바,Aruba,72.5,66.6,11.0,25.0,0.14469025719798437,150.0,1.1,97.4,144690,106766,241.0,-12.0,7.0,16.0,15448,16.0,166,,15041.0,28.0,155753.0,69.5
모리셔스,Mauritius,66.8,62.2,117.0,35.0,0.012102050059444805,1155.0,0.5,12.0,12102,1271768,13458.0,,,,15391,,79,,1854.0,,1633952.0,64.5
안도라,Andorra,68.7,55.9,3.0,51.0,0.19662201514269073,113.0,0.9,98.6,196622,77265,76.0,-2.0,4.0,3.0,15192,3.0,130,,14986.0,5.0,95918.0,62.3
말리,Mali,1.7,1.2,167.0,159.5,0.0007497469363359028,1460.0,3.6,94.1,750,20250833,350.0,3.0,,18.0,15183,18.0,548,1.0,14285.0,14.0,405053.0,1.1
니카라과,Nicaragua,7.7,4.4,154.0,144.0,0.0021809770136978278,2155.0,1.4,29.2,2181,6624554,10019.0,717.0,,718.0,14448,718.0,204,1.0,4225.0,,788502.0,6.0
레소토,Lesotho,12.2,11.7,126.0,127.0,0.0067195736816775264,6246.0,2.8,47.4,6720,2142249,7162.0,,,,14395,,403,,6830.0,,332954.0,8.1
콩고공화국,Republic of the Congo,4.7,2.5,150.0,150.5,0.0025813293628752136,1525.0,1.4,87.2,2581,5518087,1630.0,,,,14244,,193,,12421.0,,329905.0,3.6
부르키나파소,Burkina Faso,1.2,0.8,169.0,163.5,0.0006799413661200329,8839.0,1.3,97.6,680,20903273,161.0,-1.0,,14.0,14213,14.0,183,2.0,13869.0,13.0,254545.0,0.6
지부티,Djibouti,3.8,2.4,116.0,152.5,0.012789473684210526,174.0,1.3,95.3,12789,988000,424.0,171.0,,383.0,12636,383.0,167,5.0,12045.0,207.0,67229.0,3.1
홍콩,Hong Kong,59.5,55.2,158.0,54.0,0.0016291891362669854,28497.0,1.7,97.4,1629,7496981,100.0,1.0,,5.0,12214,5.0,213,,11901.0,4.0,8622733.0,57.3
남수단,South Sudan,0.6,0.2,162.0,174.0,0.0010703318153697718,996.0,1.1,96.6,1070,11193725,283.0,27.0,4.0,27.0,11981,27.0,128,,11570.0,,103751.0,0.4
아이슬란드,Iceland,78.8,77.2,92.0,7.0,0.034462245379392395,1103.0,0.3,96.7,34462,341243,355.0,,3.0,,11760,,33,,11372.0,,551110.0,77.2
세인트루시아,St. Lucia,25.0,17.3,68.0,117.0,0.061646707728166335,495.0,1.7,85.0,61647,183627,1500.0,-671.0,15.0,89.0,11320,89.0,195,9.0,9625.0,751.0,76224.0,21.2
감비아,Gambia,7.8,7.3,137.0,136.5,0.0041089632502271725,357.0,3.4,96.4,4109,2416668,24.0,,3.0,,9930,,335,,9571.0,,207195.0,4.4
예멘,Yemen,1.0,0.05,173.0,176.5,0.00030305810065351117,244.0,19.0,62.1,303,29825964,1707.0,-8.0,23.0,51.0,9039,51.0,1715,12.0,5617.0,47.0,322934.0,0.5
바베이도스,Barbados,46.1,35.5,97.0,79.0,0.027772074815137018,1684.0,0.9,85.4,27772,287375,1093.0,31.0,,217.0,7981,217.0,69,1.0,6819.0,185.0,234124.0,40.8
맨섬,Isle of Man,77.0,75.1,39.0,9.5,0.08831865275834087,30.0,0.7,94.5,88319,85033,363.0,55.0,1.0,55.0,7510,55.0,51,,7096.0,,129318.0,76.1
브루나이,Brunei,58.7,37.8,108.0,76.0,0.015886476836602444,5261.0,0.6,67.9,15886,437479,2188.0,-4.0,36.0,137.0,6950,137.0,40,1.0,4722.0,140.0,443676.0,48.2
시에라리온,Sierra Leone,2.4,0.5,166.0,168.0,0.0008014308166383206,805.0,1.9,68.5,801,7976983,1891.0,-1.0,,,6393,,121,,4381.0,1.0,232375.0,1.5
기니비사우,Guinea-Bissau,4.9,0.4,145.0,170.5,0.003101116310408379,3807.0,2.2,86.8,3101,1968001,673.0,-8.0,4.0,4.0,6103,4.0,135,,5295.0,12.0,94715.0,2.7
니제르,Niger,1.7,0.4,174.0,170.5,0.00024770058997025776,9294.0,3.4,95.9,248,24206644,45.0,2.0,,6.0,5996,6.0,201,,5750.0,4.0,621853.0,1.3
라이베리아,Liberia,2.3,0.6,161.0,166.0,0.0011455843102797507,9467.0,4.9,94.2,1146,5057681,53.0,,2.0,,5794,,283,,5458.0,,284246.0,3.1
지브롤터,Gibraltar,117.4,116.4,4.0,1.0,0.16419815380962274,30.0,1.8,97.1,164198,33691,62.0,,2.0,,5532,,97,,5373.0,,79502.0,116.9
산마리노,San Marino,71.8,71.8,6.0,20.0,0.1599717072883204,9.0,1.7,97.8,159972,33931,27.0,,2.0,,5428,,91,,5310.0,,47088.0,69.2
버뮤다,Bermuda,69.6,68.0,46.0,22.0,0.08261344294935612,60.0,1.2,70.2,82613,62278,1470.0,,1.0,,5145,,62,,3613.0,,86676.0,68.8
그레나다,Grenada,30.4,20.7,85.0,105.0,0.04478195568905913,579.0,2.7,66.7,44782,112523,1543.0,-252.0,,34.0,5039,34.0,135,5.0,3361.0,281.0,55663.0,25.5
차드,Chad,0.7,0.2,172.0,174.0,0.000306589656410159,2785.0,3.5,96.4,307,16425864,8.0,1.0,,2.0,5036,2.0,174,,4854.0,1.0,142548.0,0.4
신트마르턴,Sint Maarten,61.2,56.2,30.0,50.0,0.09942625244892248,22.0,1.5,94.3,99426,42876,175.0,18.0,10.0,28.0,4263,28.0,66,,4022.0,10.0,49310.0,58.7
뉴질랜드,New Zealand,66.0,37.2,164.0,77.0,0.0008809196901103701,38574.0,0.6,93.3,881,4822233,256.0,40.0,5.0,44.0,4248,44.0,27,,3965.0,4.0,5087231.0,51.6
코모로,Comoros,20.0,18.5,133.0,113.0,0.004757354234873235,249.0,3.6,95.7,4757,869601,29.0,8.0,,9.0,4137,9.0,147,,3961.0,1.0,336863.0,19.3
모나코,Monaco,68.4,59.8,43.0,41.0,0.08439936802405586,120.0,1.0,98.1,84399,39242,29.0,1.0,2.0,6.0,3312,6.0,33,,3250.0,5.0,49980.0,64.1
부탄,Bhutan,77.1,66.3,141.0,26.0,0.003370882624337747,3185.0,0.1,99.7,3371,771608,5.0,1.0,,1.0,2601,1.0,3,,2593.0,,1068414.0,71.7
그린란드,Greenland,124.5,64.5,119.0,29.5,0.010058129293641008,300.0,-,77.2,10058,56770,130.0,-37.0,2.0,6.0,571,6.0,0,,441.0,43.0,102357.0,89.8
앵귈라,Anguilla,63.3,60.6,100.0,40.0,0.025928147703792575,2.0,0.3,93.1,25928,15003,26.0,,,,389,,1,,362.0,,18584.0,61.9
마카오,Macau,51.2,44.6,175.0,66.0,0.0001093426351575073,4123.0,-,88.7,109,649335,8.0,1.0,,1.0,71,1.0,0,,63.0,,649564.0,47.8
몬트세랫,Montserrat,29.7,27.8,128.0,94.0,0.006610576923076923,2.0,3.0,90.9,6611,4992,2.0,,,,33,,1,,30.0,,2871.0,28.7
사모아,Samoa,49.3,25.0,177.0,99.0,1.5119900813450663e-05,981.0,-,100.0,15,198414,0.0,,,,3,,0,,3.0,,149431.0,37.2
세인트헬레나,St. Helena,72.7,58.9,171.0,42.0,0.0003291097581043278,8.0,-,100.0,329,6077,0.0,,,,2,,0,,2.0,,7892.0,65.8
미크로네시아,Micronesia,41.6,-999.0,178.0,178.0,8.693913391234797e-06,266.0,-,100.0,9,115023,0.0,,,,1,,0,,1.0,,72085.0,34.7
